trial,long_only,overbought,oversold,rsi_period,stop_loss_pct,take_profit_pct,trailing_stop_pct,portfolio_cumulative_return,portfolio_annualized_return,portfolio_sharpe_ratio,portfolio_sortino_ratio,portfolio_calmar_ratio,portfolio_omega_ratio,portfolio_win_rate,portfolio_recovery_factor,portfolio_max_drawdown,portfolio_drawdown_duration,portfolio_annualized_volatility,portfolio_ulcer_index,portfolio_harmonic_mean,portfolio_signal_accuracy,objective_score,risk_penalty,loss
38,True,71.6954317239828,31.222239746033857,19.0,0.021021367699912415,0.10176870910461432,0.0,2.7018152652233187,0.46240644225563327,1.4342335616322455,1.8417602756713247,1.468825265983125,1.4210798031645029,0.3016282649737659,8.298835819913277,-0.32616945248854756,187.33333333333334,0.2767180679114181,0.10158707342867719,0.9900108314171538,0.5142827982212332,0.5514285401966724,0.4385822912204814,-0.5514285401966724
39,False,72.66312762933477,28.041999396732628,16.0,0.05032560447139896,0.13086437839094736,0.0,3.035891561571546,0.36409561735266543,0.94349599334114,1.20164003649677,1.2323919278216782,1.2392138348265351,0.49783640529924283,9.746071808160115,-0.3690640378194196,364.6666666666667,0.28706124626721363,0.16721831998816394,1.0672786248328276,0.5048784905315467,-0.16079654075310157,1.2280751655859292,0.16079654075310157
40,True,69.55959741345418,28.73098154594819,13.0,0.04166263176213169,0.11971310709081961,0.0,3.2914814203661718,0.4971252214930408,1.4620396228931212,2.059547714938703,1.3457990707694272,1.4102712195797142,0.35957328187098164,8.672493500542446,-0.38344760201338857,246.0,0.2776109139803701,0.1170886018943363,1.0873431434802925,0.5156867364828354,0.30140032040589626,0.7859428230743962,-0.30140032040589626
41,True,68.92350475730473,29.86767240961393,14.0,0.026323057775877894,0.09480452388565669,0.0,2.362541439521776,0.41477435386183664,1.3045087221764071,1.8049496899634454,1.159449799278907,1.361163489670644,0.3534742243778491,6.427011675495088,-0.3733680578681864,194.0,0.27919021864152094,0.1150907021517928,1.0165353489980526,0.5110133878036556,0.4571008205632672,0.5594345284347855,-0.4571008205632672
42,False,72.4505322977746,26.742883416637124,10.0,0.05992180508799688,0.12538327242556158,0.052968689144175456,1.8392488723525038,0.29691407355366267,1.2003717106379732,1.5575961094142754,0.9788416605160729,1.2809354894501312,0.5116477109385784,5.95693447329872,-0.3120220063635248,230.66666666666666,0.20065840995604664,0.09682496195890526,1.1111673381011418,0.5087189331623637,0.528922267173034,0.5822450709281077,-0.528922267173034
43,True,71.45365636797324,25.016220396199348,11.0,0.047083347112861676,0.08772552168692688,0.0,3.6871227984676285,0.5441301280682046,1.5917463432475067,2.1460369124957657,1.6029076081553502,1.4799284261140866,0.3340322914210223,10.11168555842359,-0.31881470368812387,162.66666666666666,0.2771811596539782,0.08897371240076761,1.093611571763286,0.5121175628357042,0.7676223760272498,0.3259891957360361,-0.7676223760272498
44,True,70.30879262211472,28.985826414014717,12.0,0.0660886766042519,0.14318114584928823,0.0,3.081513796698084,0.4808582467441114,1.483202051377532,2.0416363065912058,1.3164283168651856,1.3919735600949872,0.39724164820159497,7.870072314684866,-0.3709618960702499,210.33333333333334,0.26580913552513613,0.11603106656147326,1.1349709641006513,0.512598730375654,0.515533944446924,0.6194370196537273,-0.515533944446924
45,False,73.49596695352481,25.674891335362634,21.0,0.039467236653584974,0.1336921868254802,0.04019008598490148,2.054496200246047,0.29928449168882343,0.7593233494798778,0.8713222460370531,0.720416598019925,1.1903268409638614,0.4024347802146755,4.870002946888565,-0.48127103600525317,281.6666666666667,0.3477504613250931,0.20200801065067917,0.8126725425857749,0.5053511291621003,-0.31045154000674213,1.123124082592517,0.31045154000674213
46,True,72.12838561648064,29.972051971601015,17.0,0.03692640278480315,0.11499127851011996,0.0,4.655390226151503,0.6516185095794339,1.841305575375613,2.4337579273683176,2.11342603953633,1.5827775761485865,0.3052754482871422,14.461300067755836,-0.30981578853058694,154.66666666666666,0.2793869333258519,0.07968930347472804,1.1103243330462813,0.520864623602224,0.8340789993713509,0.2762453336749305,-0.8340789993713509
47,True,66.64822555184784,27.96442770152291,16.0,0.0540972066159634,0.10430905537094957,0.0683735362276056,4.98909794550755,0.6698374931733727,1.793794988002326,2.2874796447021826,2.2993592297942085,1.6258224026553398,0.27487202790584103,16.87599291436604,-0.30279659526292163,167.0,0.2926935208244122,0.07759549893087188,1.0449449712801733,0.5132613253392105,0.7337962251987744,0.31114874608139886,-0.7337962251987744
48,False,70.68600673986366,32.132003721309474,15.0,0.034140027359060646,0.11942745424901934,0.0,1.056509731761335,0.19276416593420534,0.7485595548658247,0.9598497360148409,0.6974037485175707,1.1674749977299699,0.4954230369596673,3.609283008252007,-0.3472884595238537,196.0,0.21834968588658057,0.11643696137556582,0.8616099183980674,0.5046840772404182,0.3463980787154395,0.515211839682628,-0.3463980787154395
49,True,71.0457467735127,26.35448567313708,20.0,0.06099292498415324,0.1247105277374311,0.052218668421139335,2.2854371031426695,0.41078456974950023,1.4770252474015881,1.3869539395828114,1.62531732824078,1.6703907134512965,0.14832679943726854,8.306961945937786,-0.25966029654633443,238.33333333333334,0.23887757013260869,0.06295987795825901,0.6332976016084034,0.4916374153914782,0.04467326298406471,0.5886243386243387,-0.04467326298406471
